mid,用户名,发文时间,内容,转发数,评论数,点赞数
4474158623045385#,领券不能停,02月20日,"
                    【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊！ ​                ",0, 1,0
4474158623047883#,剁手专用坑,02月20日,"
                    【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊！ ​                ",0, 1,0
4474153581469994#,肥宅桃几几,02月20日,"
                    维生素C是人体不可缺少的维生素之一，平时熬夜多不爱吃蔬菜水果的姐妹可以平常补一补汤臣倍健.维生素C咀嚼片30片*2  【29.9】维C不仅有美白抗氧化的功效，结合运动还能增强抵抗力对感冒、口腔溃疡都有一定的预防作用味道酸酸甜甜味道蛮不错的，像你们经常熬夜、换季的时候，可以每天饭后吃一颗！ ​  展开全文c ",0, 9,19
4474149420447839#,大牌姐,02月20日,"
                    冬天到了，注意保暖� 补充维C提高免疫力哦！！【29.9�】汤臣倍健.维生素C咀嚼片60片�维生素C还可以美白抗氧化，增强抵抗力~尤其是预防口腔溃疡！！！酸酸甜甜的橘子味！超好吃，贫血的话每天吃一颗还是会有效果的。�常熬夜的姐妹也一定要备上！每天饭后吃一次，提高身体免疫力 ​  展开全文c ", 1, 36,55
4474145959724455#,优惠小菌菌,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145943601344#,冲锋白菜君,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145934446109#,大块头小故事,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145922074000#,女生该了解的那点事,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145922814619#,省钱小灰灰,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145913659376#,花花情话箱,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145892988470#,桃子小当家,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145892604968#,剁手一姐姐,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145889134180#,心酸的爱情语录,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145889124940#,败家大军,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145888768620#,花里雨里花花等你,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145876464721#,找券集中营,02月20日,"
                    [噢耶]【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145868329024#,小小白菜001,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145867702650#,我只想做一棵堕落的白菜,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145863116017#,甩券小白菜,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145855701757#,唯美_心情语录,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145843073299#,剁手二姐,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145842789632#,白菜种草买买君,02月20日,"
                    [噢耶]【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145838239910#,夏目省钱菌,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145838102796#,嘟嘴的小叮当,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145821743813#,花花情话,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145812844847#,舔屏二货,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145809031976#,种草小白丁,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145805190488#,挖券无脸菌,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0,0,0
4474145805155606#,唯美心灵心语录,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145800605029#,剁手1族,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145796742254#,呆萌种草妹,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145783618461#,口袋购物车,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145780192090#,小可可找券喽,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145779405647#,唯美情话记忆,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145767281783#,抠券喵,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145762967459#,甩券小能手,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145750716361#,爱瞌睡的小白菜,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145750343122#,低价淘客君,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145745712651#,一起邂逅我们的爱情吧1986,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145741928052#,白菜小买手,02月20日,"
                    [噢耶]【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145738099047#,优购麻麻花,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145729650188#,放心go购购,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145721510324#,老司鸡带你购,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145716503230#,软萌囤货酱,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145708239429#,找券柚子君,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145700465155#,一句_心语录,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,1
4474145700190374#,剁手小菌,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145696256512#,省钱女王来了,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145695982601#,爱情的那点儿事,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊芐：O网页链接 ​                ",0,0,0
4474145691236945#,口碑优惠君,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145687561926#,找券小表妹,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145679035321#,樱桃小丸子的购物车,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145670725652#,呆萌省钱菌,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145670715020#,搜券记录本,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145654141494#,翠花来一盘白菜,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145645358747#,这片菜地我包了,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145641791678#,深扒种草圈,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145641524550#,甩券小管家,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145628897522#,心情心灵心语,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145628343297#,购物叮当猫,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145624681399#,好一片白菜地,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145624676723#,送券直播菌,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145620736397#,小新囤白菜,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145619924505#,券券乐园,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145616257947#,种草研究院,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145607728674#,剁手先锋,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145598866198#,经过一菜地,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145591005947#,搜券小公举,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145591265732#,要多酷有多酷,02月20日,"
                    [噢耶]【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145587311959#,白菜送一波,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145587059255#,豪猪拱白菜,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊芐：O网页链接 ​                ",0,0,0
4474145586678807#,找券007,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145578892964#,没有时间抢,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145574420892#,剁手王小二,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145569663206#,菜地主人,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145565441636#,果儿来送券,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145557586895#,无尽的菜,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145552800459#,上了辆找券车,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145548592487#,孟婆不卖汤去挖菜,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145527815048#,一券超人,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145528120270#,惠享杂货铺,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474145523598172#,盲挖白菜,02月20日,"
【29.9】汤臣倍健，维生素C 30片*2  拍第二项！！疫情期间，買点维生素c增强抵抗力啊 ​                ",0, 1,0
4474144773513678#,种草达人kiki,02月20日,"
                    特殊时期一定要增强抵抗力！！！ 汤臣倍健 维生素C*60片  29.9它家的维C挺好吃的，像橘子一样甜甜的，像糖片一样?，每次饭后吃上一粒就可以啦~?维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的！！可以增加抵抗力的，还能防止口腔溃疡 ​​​  展开全文c ",0, 1,0
4474144773511877#,瘦身达人sera,02月20日,"
                    特殊时期一定要增强抵抗力！！！ 汤臣倍健 维生素C*60片  29.9它家的维C挺好吃的，像橘子一样甜甜的，像糖片一样?，每次饭后吃上一粒就可以啦~?维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的！！可以增加抵抗力的，还能防止口腔溃疡 ​​​  展开全文c ",0, 1,0
4474144773301443#,女生瘦身记,02月20日,"
                    特殊时期一定要增强抵抗力！！！ 汤臣倍健 维生素C*60片  29.9它家的维C挺好吃的，像橘子一样甜甜的，像糖片一样?，每次饭后吃上一粒就可以啦~?维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的！！可以增加抵抗力的，还能防止口腔溃疡 ​​​  展开全文c ",0, 1,0
4474144773094542#,元气种草少女,02月20日,"
                    特殊时期一定要增强抵抗力！！！ 汤臣倍健 维生素C*60片  29.9它家的维C挺好吃的，像橘子一样甜甜的，像糖片一样?，每次饭后吃上一粒就可以啦~?维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的！！可以增加抵抗力的，还能防止口腔溃疡 ​​​  展开全文c ",0, 1,0
4474144772835464#,元气种草小姐姐,02月20日,"
                    特殊时期一定要增强抵抗力！！！ 汤臣倍健 维生素C*60片  29.9它家的维C挺好吃的，像橘子一样甜甜的，像糖片一样?，每次饭后吃上一粒就可以啦~?维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的！！可以增加抵抗力的，还能防止口腔溃疡 ​​​  展开全文c ",0, 1,0
4474136091136063#,种草达人yoyo,02月20日,"
                    【29.9】汤臣倍健维C 60片�维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的 ​~ ​                ", 9, 1,0
4474135830411683#,种草小丸子,02月20日,"
                    平常总是熬夜、饮食单一的姐妹，可以备上点维生素片�    【29.9 】汤臣倍健.维生素C咀嚼片30片*2维C不仅有美白抗氧化的功效，结合运动还能增强抵抗力~补充一点，对感冒、口腔溃疡都有一定的预防作用贫血的姐妹吃也有效果~味道酸酸甜甜像橘子一样，不会有药片的感觉�像你们经常熬 ​  展开全文c ",0, 2,2
4474135738644882#,省钱专用小马甲,02月20日,"
                    平常总是熬夜、饮食单一的姐妹，可以备上点维生素片�    【29.9 】汤臣倍健.维生素C咀嚼片30片*2维C不仅有美白抗氧化的功效，结合运动还能增强抵抗力~补充一点，对感冒、口腔溃疡都有一定的预防作用贫血的姐妹吃也有效果~味道酸酸甜甜像橘子一样，不会有药片的感觉�像你们经常熬 ​  展开全文c ", 1, 3,82
4474135738446816#,女神优衣库,02月20日,"
                    平常总是熬夜、饮食单一的姐妹，可以备上点维生素片�    【29.9 】汤臣倍健.维生素C咀嚼片30片*2维C不仅有美白抗氧化的功效，结合运动还能增强抵抗力~补充一点，对感冒、口腔溃疡都有一定的预防作用贫血的姐妹吃也有效果~味道酸酸甜甜像橘子一样，不会有药片的感觉�像你们经常熬 ​  展开全文c ",0, 3,5
4474133481715518#,剁手菌达人,02月20日,"
                    【29.9】汤臣倍健维C 60片�维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的 ​~ ​                ", 5, 1,0
4474132211567191#,小仙女挖宝,02月20日,"
                    【29.9】汤臣倍健维C 60片�维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的 ​~ ​                ", 5, 1,0
4474130965944491#,种草囤货仙女,02月20日,"
                    【29.9】汤臣倍健维C 60片�维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的 ​~ ​                ", 6, 1,0
4474129706667115#,懒人健身推荐,02月20日,"
                    【29.9】汤臣倍健维C 60片�维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的 ​~ ​                ", 5, 1,0
4474128952267659#,种草小伙子,02月20日,"
                    饭后吃一粒，增加抵抗力 汤臣倍健 维生素C*60片  29.9它家的维C挺好吃的，像橘子一样甜甜的，像糖片一样�，每次饭后吃上一粒就可以啦~吃Vc主要还是抗氧化✅、增加免疫力✅，促进胶原蛋白生成✅，特别是经常不吃青菜、经常口腔溃疡，牙龈出血的可以试试吖 ​                ",0, 2,0
4474127169726030#,种草小仙女Fairy,02月20日,"
                    【29.9】汤臣倍健维C 60片�维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的 ​~ ​                ", 5, 1,0
4474127165278708#,懒人健身达人,02月20日,"
                    【29.9】汤臣倍健维C 60片�维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的 ​~ ​                ", 5, 1,0
4474125936608043#,吃货的美食秘籍,02月20日,"
                    【29.9】汤臣倍健维C 60片�维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的 ​~ ​                ", 5, 1,0
4474125936392465#,人气化妆达人,02月20日,"
                    【29.9】汤臣倍健维C 60片�维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的 ​~ ​                ", 6, 1,0
4474124682164094#,懒人健身酱,02月20日,"
                    【29.9】汤臣倍健维C 60片�维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的 ​~ ​                ", 7, 1,0
4474124665303618#,元气种草达人,02月20日,"
                    【29.9】汤臣倍健维C 60片�维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的 ​~ ​                ", 26, 1,0
4474124170616800#,每天好菜推荐,02月20日,"
                    【29.9】汤臣倍健维C 60片�维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的 ​~ ​                ",0, 1,0
4474122900254322#,仙女美妆控,02月20日,"
                    【29.9】汤臣倍健维C 60片�维生素C的主要作用：预防口腔溃疡✅增强抵抗力✅美白抗氧化✅延缓衰老✅ 每个人都需要补充维生素的 ​~ ​                ",0, 1,0
