mid,用户名,发文时间,内容,转发数,评论数,点赞数
4474158715205151#,省钱小白,02月20日,"
                    每日补充，增强免疫力！！！【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等� ​                ",0, 2,10
4474157775691742#,门牙先生优惠券,02月20日,"
                    每日补充，增强免疫力！！！【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等� ​​​#优惠券##淘宝##省钱# ​                ",0, 1,0
4474157406815623#,券叔,02月20日,"
                    每日补充，增强免疫力！！！【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等� ​                ", 5, 4,91
4474156488216690#,白菜百才,02月20日,"
汤臣倍健 维生素C 30片*2 ￥29.9拍第二项！每日补充，增强免疫力！！！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等 ​                ",0, 4,8
4474156068060646#,白菜小骨朵,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474156034689044#,白菜撩起来,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474156005905714#,搜券小宝贝,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155996741493#,白菜萌萌妞,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155980629935#,省钱呆萌酱,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155968003873#,小仙子白菜,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155950945922#,童鞋来找券,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155942317155#,搜券小主,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155942250663#,咪咕白菜,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155929618305#,淘券姐儿,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155917521774#,搜券小团子,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155913312276#,小花猫的种菜日常,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155895941351#,券先森,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155858645978#,挖券小猪手,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155858641835#,白菜三姐,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155829562122#,呆呆白菜,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155825610941#,种菜小兔,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155808572789#,白菜小园丁,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155799636432#,折扣券菌菌,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155791734725#,甩券白菜君,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155774901315#,花券猫,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155766480971#,淘淘手,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155762274491#,疯狂找券,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155749630594#,喵喵_小m,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155745427810#,拔草小熊,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155732542845#,折扣促销员,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155724807426#,剁手学长,02月20日,"
                    [噢耶]每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155720595724#,白芽灬,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155711502446#,省钱物语,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155703378017#,省钱二宝,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155687157143#,悠悠白菜心,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155678744673#,白菜嗅嗅,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155678329483#,挖券星球,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155657675601#,搜券小仓鼠,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155653326014#,桃子大当家_sunshine,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155644909098#,大头白菜菌,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155636490058#,找券女王,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155619157917#,白菜淘淘妹,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155614933450#,省钱小哇,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155615436358#,搜券喵,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155611023673#,动心小白菜,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474155594781570#,拔券萝卜,02月20日,"
每日补充，增强免疫力！！！ 【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​​​​                ",0, 1,0
4474154558400643#,荐荐,02月20日,"
汤臣倍健 维生素c咀嚼片60片 29120片的39更划算！增强免疫力 预防口腔溃疡 ​                ",0, 1,24
4474154155563368#,大牌姐,02月20日,"
                    但为什么大大又推荐你们要坚持吃VC呢❓因为这个可以提高免疫力，减少感冒等~坚持吃还可以美白哦汤臣倍健不要错过了，大大自己也有再吃！！线下100+一瓶的，现在只要【29.9】就可以到手�以我自己的心态就觉得反正没有吃着也没啥，坚持吃还对身体好，省一杯奶茶钱就可以吃差不多半年了！ ​                ",0, 30,51
4474153837250423#,折扣小P,02月20日,"
                    [购]:O网页链接  每日补充，增强免疫力！！！【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等� ​​​​☟购买教程☟ L每天爱享享的微博视频 ​                ",0,0,0
4474153836740371#,每天爱享享,02月20日,"
                    [购]:O网页链接  每日补充，增强免疫力！！！【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等� ​​​​☟购买教程☟ L每天爱享享的微博视频 ​                ",0,0,0
4474153833283288#,逗比送钱,02月20日,"
                    [购]:O网页链接  每日补充，增强免疫力！！！【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等� ​​​​☟购买教程☟ L每天爱享享的微博视频 ​                ",0,0,0
4474153765944094#,扒大牌,02月20日,"
                    【78.00】 vc片维生素c汤臣倍健维生素C咀嚼片维C含片男女搭天然VE泡腾泡片线下100片128！咱240片仅78啦！汤臣倍健大牌维生素C咀嚼片！酸酸甜甜口感，每天来2粒！有效抗氧化，增强免疫力，美容养颜效果非常棒，爱美的小姐姐快抢！【赠运费险】【20元券】微博专享限时领券 #V爱守护行动#   ​  展开全文c ",0,0,0
4474153698307873#,省钱姐姐,02月20日,"
                    每日补充，增强免疫力！！！【29.9】汤臣倍健 维生素C 30片*2  拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等� ​                ", 1, 2,11
4474152364434319#,美食种草菌,02月20日,"
                    【汤臣倍健】维生素VC片 【29.9】促进铁吸收，维持骨骼和牙龈健康，提高免疫力，酸酸甜甜好味道，每天一片，多C多漂亮！线下100粒128圆！我们60粒只要28.9！爱美的小姐姐必囤的哇 ​                ",0, 1,0
4474151866153191#,豆米米折扣快报,02月20日,"
                    [汤臣倍健众华朗臣专卖店] 【汤臣倍健】益生菌粉10袋，券后价￥58领取20元优惠券戳这里 O网页链接；专利技术，益生菌直达肠道，每天喝杯益生菌，保护菌群活性，促进肠胃消化吸收，提高免疫力！ ​                ",0,0,0
4474151136038031#,小新白菜王,02月20日,"
                    【￥78】汤臣倍健.维生素c120粒*2瓶，折合39/瓶，酸酸甜甜橘子味，平时补充点维生素，还能提升自身免疫力 ​​​​                ",0, 3,4
4474149973719771#,种草小布,02月20日,"
                    在家天天躺着，天天吃肉，赶紧补点维生素！！汤臣倍健 维生素C 30片*2    ￥29.9�拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等�这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！ ​​​​                ", 9, 113,447
4474149420447839#,大牌姐,02月20日,"
                    冬天到了，注意保暖� 补充维C提高免疫力哦！！【29.9�】汤臣倍健.维生素C咀嚼片60片�维生素C还可以美白抗氧化，增强抵抗力~尤其是预防口腔溃疡！！！酸酸甜甜的橘子味！超好吃，贫血的话每天吃一颗还是会有效果的。�常熬夜的姐妹也一定要备上！每天饭后吃一次，提高身体免疫力 ​  展开全文c ", 1, 36,55
4474142517087941#,懒人健身技能,02月20日,"
                    每日补充�增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】�拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等�这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​                ", 6, 1,0
4474141850054552#,白菜菌买买买,02月20日,"
汤臣倍健vc 30片*2瓶，29.9！  下第二项，可增强自身免疫力，美白等！ ​                ",0, 1,0
4474141383841994#,种草囤货小技能,02月20日,"
                    每日补充�增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】�拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等�这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​                ", 5, 1,1
4474139995761995#,囤货小仙女yoyo,02月20日,"
                    每日补充�增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】�拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等�这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​                ", 6, 1,0
4474139580047041#,白菜天天挖,02月20日,"
汤臣倍健vc 30片*2瓶，29.9！  下第二项，可增强自身免疫力，美白等！ ​                ",0, 1,7
4474138750223136#,小仙女买买酱,02月20日,"
                    每日补充�增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】�拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等�这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​                ", 5, 1,0
4474138737591237#,娱圈扒哥,02月20日,"
                    每日补充�增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】�拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等�这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​                ", 6, 1,0
4474138007525551#,春水向东流_,02月20日,"
汤臣倍健真的是良心企业连续多次巨资捐赠，好赞//@蔡徐坤全球粉丝后援会:#我们战在一起,共克时艰# 蔡徐坤 为爱守护，驰援一线，增强自身免疫力格外重要，小汤的营养物资超暖心，我们一起携手共同抗“疫”@蔡徐坤 ",0,0,0
4474137500691380#,种草囤货买买酱,02月20日,"
                    每日补充�增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】�拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等�这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​                ", 5, 1,0
4474137500379094#,元气美妆师,02月20日,"
                    每日补充�增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】�拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等�这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​                ", 6, 1,0
4474136648627889#,白菜坑,02月20日,"
                    【汤臣倍健】维生素C30片x2瓶，29.9！！！ 【正常发货】预防新型冠状病毒， 适当补充维C可以提升免疫力！！线下药店要128，咱活动30片*2瓶仅29.9 ~ ​                ",0, 3,15
4474136645039476#,M大肉,02月20日,"
                    【汤臣倍健】维生素C30片x2瓶，29.9！！！ 【正常发货】预防新型冠状病毒， 适当补充维C可以提升免疫力！！线下药店要128，咱活动30片*2瓶仅29.9 ~ ​                ",0, 3,0
4474136229031379#,囤货丸子酱,02月20日,"
                    每日补充�增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】�拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等�这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​                ", 5, 1,0
4474134979539188#,美妆小秘密,02月20日,"
                    每日补充�增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】�拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等�这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​                ", 5, 1,0
4474133716815904#,HHH平凡也是一种幸福,02月20日,"
汤臣倍健太棒了//@蔡徐坤全球粉丝后援会:#我们战在一起,共克时艰# 蔡徐坤 为爱守护，驰援一线，增强自身免疫力格外重要，小汤的营养物资超暖心，我们一起携手共同抗“疫”@蔡徐坤 ",0,0,0
4474131015279903#,坤坤的妈妈粉之一,02月20日,"
汤臣倍健太棒了//@蔡徐坤全球粉丝后援会:#我们战在一起,共克时艰# 蔡徐坤 为爱守护，驰援一线，增强自身免疫力格外重要，小汤的营养物资超暖心，我们一起携手共同抗“疫”@蔡徐坤 ",0,0,0
4474130693264674#,女生瘦身记,02月20日,"
                    每日补充?增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】?拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等?这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​​​​                ",0, 1,0
4474130688886871#,种草达人kiki,02月20日,"
                    每日补充?增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】?拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等?这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​​​​                ",0, 1,0
4474130688195188#,元气种草少女,02月20日,"
                    每日补充?增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】?拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等?这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​​​​                ",0, 1,0
4474130683988880#,瘦身达人sera,02月20日,"
                    每日补充?增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】?拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等?这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​​​​                ",0, 1,0
4474130680194546#,元气种草小姐姐,02月20日,"
                    每日补充?增强免疫力哦！！ 汤臣倍健 维生素C 30片*2  【29.9】?拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等?这橘子味的也很好吃的哦，你们可以买了，平时来两粒哦！！！ ​​​​                ",0, 1,0
4474129702993185#,04WK11_P55Hd,02月20日,"
                    发表了博文《增强免疫力有哪些方法？吃汤臣倍健维生素C挺合适》免疫力是人体自我防护的有力武器，免疫力能为人体阻挡外来的威胁，免疫力也能为身体战胜体内的病菌，是自带的天然“药剂”，那么怎么增强自身的免疫力O增强免疫力有哪些方法？吃汤臣倍健维生素C挺合适 ​                ",0,0,0
4474128952267659#,种草小伙子,02月20日,"
                    饭后吃一粒，增加抵抗力 汤臣倍健 维生素C*60片  29.9它家的维C挺好吃的，像橘子一样甜甜的，像糖片一样�，每次饭后吃上一粒就可以啦~吃Vc主要还是抗氧化✅、增加免疫力✅，促进胶原蛋白生成✅，特别是经常不吃青菜、经常口腔溃疡，牙龈出血的可以试试吖 ​                ",0, 2,0
4474122384127550#,懒人健身技能,02月20日,"
                    每日补充，增强免疫力！！！  【29.9】汤臣倍健 维生素C 30片*2   拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​                ", 5, 1,0
4474121360517555#,种草姐妹,02月20日,"
                    饭后吃一粒，增加抵抗力   【29.9】 汤臣倍健 维生素C*60片  它家的维C挺好吃的，像橘子一样甜甜的，像糖片一样�，每次饭后吃上一粒就可以啦~吃Vc主要还是抗氧化✅、增加免疫力✅，促进胶原蛋白生成✅，特别是经常不吃青菜、经常口腔溃疡，牙龈出血的可以试试哦~ ​​​​                ", 1, 1,3
4474121226147149#,种草囤货小技能,02月20日,"
                    每日补充，增强免疫力！！！  【29.9】汤臣倍健 维生素C 30片*2   拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​                ", 5, 1,0
4474119858550632#,囤货小仙女yoyo,02月20日,"
                    每日补充，增强免疫力！！！  【29.9】汤臣倍健 维生素C 30片*2   拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​                ", 5, 1,0
4474119527267485#,女装惠,02月20日,"
                    每日补充，增强免疫力！汤臣倍健 维生素C 30片*2  【29.9】拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等� ​​​​                ",0, 1,2
4474118642909868#,小仙女买买酱,02月20日,"
                    每日补充，增强免疫力！！！  【29.9】汤臣倍健 维生素C 30片*2   拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​                ", 6, 1,0
4474118637984493#,娱圈扒哥,02月20日,"
                    每日补充，增强免疫力！！！  【29.9】汤臣倍健 维生素C 30片*2   拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​                ", 6,0,0
4474117749333339#,yyr2008亮伯,02月20日,"
                    正常发货】胶原软骨素钙共180片 原价138元，券后价【133元】 【正常发货】汤臣倍健胶原钙180片，易吸收，增加骨密度，骨骼好营养，让骨头硬朗如初，有效补充钙，还能增强免疫力哟，补软骨、护关节！关键疼痛，关节损伤！适合各个年龄段 #好物撩一撩##花式种草# 花式种草社区  ​  展开全文c ",0,0,0
4474117346815523#,元气美妆师,02月20日,"
                    每日补充，增强免疫力！！！  【29.9】汤臣倍健 维生素C 30片*2   拍第二项！维生素C可以预防缺铁性贫血、增强自身免疫力以及参与胶原蛋白的合成等~ ​                ", 5, 1,0
