名称,发文数,关注数,粉丝数,获赞数,认证,位置,简介,文章id,标题,发布时间,评论数,转发数,点赞数
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801190100150420441A002DBE,3个日常不起眼的小习惯，是冠心病加重的主要因素，趁早改掉,2020/2/25 19:34,10,1,42
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801190100150420441A002DBE,一生仅一次大脑发育高峰期，爸妈做到3点能拉开孩子间差距,2020/2/25 19:32,0,0,1
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801190100150420441A002DBE,"一、凌晨1-3点醒来：肝经不通<br>凌晨1-3点是肝经当令，如果莫名醒来，多是因为肝经不通、肝火旺盛所致；<br><br>肝经不通的表现：<br>1、眼睛干涩，视力下降<br>2、疲倦无力，容易犯困<br>3、两鬓斑白，头发爱出油<br>4、脸发黄发黑，长斑长痘<br>5、食欲不振，口干口苦<br>6、后背油腻，粉刺增多<br>7、肚子胀气、爱放屁<br>8、情绪暴躁，爱生闷气<br>9、入睡困难，失眠多梦<br><br>二、凌晨3-5点醒来：肺经不通<br>凌晨3—5点是肺经当令，也就是肺功能最强的时候，因此肺火过旺、肺气不足、肺热等人群就更容易醒来。<a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1647522324163614"">#南方健康超能团#</a> <br><br>肺经不通的表现：<br>1、皮肤干燥，容易瘙痒<br>2、过敏性鼻炎，容易鼻塞，流鼻血　<br>3、口干口渴，时不时会咳嗽<br>4、睡觉爱出汗，失眠多梦易醒<br>5、爱打呼噜，睡觉张嘴呼吸<br>6、经常容易感冒，免疫力差<br>7、不时的胸闷、胸痛<br><br>三、凌晨5点醒来：三焦经不通<br>凌晨5点是三焦经当令，三焦经就是一个出气筒，当人之邪气从三焦经上泄走后，人就不会生病了，怕就怕这个出气筒堵住，问题就全来了。<br><br>三焦经不通的表现：<br>1、刷完牙还是有口臭<br>2、吃点东西就腹胀<br>3、醒来过早，起后浑身酸痛<br>4、容易便秘、腹泻<br>5、思虑过多，夜里胡思乱想，气不打一处来<br>6、女性容易月经不调<br><br>长期睡眠障碍，会加速衰老，诱发冠心病、心梗，甚至猝死，每天一定要保证6-8小时的睡眠。<br><br>失眠的天敌：酸枣仁百合汤！源自张仲景《金匮要略》，酸枣仁主：心烦不得眠。<br><br>科学配方，堪称天然的“舒眠剂”，老中医特别调配。古方流传百年！<br><br>材料：酸枣仁、百合、大麦、桑葚、莲子、茯苓、核桃、佛手、大枣、甘草，煮水代茶饮，睡前2小时来一杯，助你一夜好眠！<br><br>如果觉得自己煮茶麻烦的，也可以选择成分相同的茶包代替，效果是一样的<br>点击下方蓝字“看一看”，即可冲泡助眠茶<br><br><a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1623417676578820"">#清风计划#</a> <a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1652701271461895"">#科学每一天#</a> ",2020/2/25 19:21,8,4,25
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801190100150420441A002DBE,"【睡眠呼吸暂停综合征是什么病？】<br>睡眠呼吸暂停综合征（SAS）有四个症状：体重过重、晚上打呼、白天想睡、以及晚上睡眠时呼吸会暂时中止。其中最严重的就是晚上呼吸的中断。<br><br>人在沉睡时，喉咙的肌肉会松弛下来，肥胖、扁桃体肥大或咽部狭窄者，如果是仰睡的话，松弛的喉部就会挡住呼吸道，使氧气无法进入体内。就好像有人捂住我们的口鼻一般，血中的氧气下降，人体就会挣扎，交感神经就会分泌，血压、心跳也随之升高，等到又开始呼吸了，血氧再度升高，人体才能休息。情况严重的病人，每小时呼吸会停止六十次之多，每次都停约三十秒，也就是说每分钟都会停一次。<br><a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1623417676578820"">#清风计划#</a> <a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1647522324163614"">#南方健康超能团#</a> ",2020/2/25 19:15,3,2,3
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801190100150420441A002DBE,【上班该如何既做好个人防护又正常工作？】<br><br>1.注意个人防护。<br><br>工作场所建议全程佩戴口罩。工作场所存在粉尘或毒物危害的，既要考虑对新冠病毒的防控，也要考虑对所接触危害因素的防控，还要确保颗粒物滤过效率、密合度等参数符合要求。办公室单人办公可以不戴口罩；多人办公时应佩戴口罩。<br><br>如果有条件可适当加大座位之间的距离。应该保持工作服、座椅套等织物的清洁，定期消毒。<br><br>2.加强手卫生措施。<br><br>要养成勤洗手、正确洗手的习惯。不确定手是否清洁时，避免用手接触口、鼻和眼睛。尽量减少手接触公共物品和部位。<br><br>工作台、操作按钮、办公物品表面等定期进行消毒。多人操作的设备要对接触较多的物体或配件表面进行消毒，允许戴手套操作的可佩戴手套作业。<br><br>3.减少人群聚集。<br><br>避免到人群聚集尤其是空气流动性差的场所，外出应做好个人防护和手卫生。企业内设有食堂的，可实施错峰就餐或打包到各自部门、车间就餐，或提供盒饭、自带饭盒等，就餐时应与他人保持一定距离。<br><br>,2020/2/25 19:14,0,0,3
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801190100150420441A002DBE,"家有便秘的，早晨空腹温水泡一杯，排出宿便，肚子悄悄瘦一圈<br><br>很多人都有这样的经历，上厕所少则十几分钟，多则半小时以上，蹲得自己腿脚发麻，行走困难。其实，这是便秘的一种表现，便秘不仅增加了如厕的时间，而且还存在健康方面的隐患。<a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1647522324163614"">#南方健康超能团#</a> <br><br>什么是便秘？<br>一般情况下，每周排便的次数少于3次，并且排便比较困难或者便不干净就可称之为便秘。据统计，便秘是一个比较普遍的问题，我国的整体发病率为6%左右，而且随着年龄的增加而提升，60岁以上的老人发病率可达22%。<br><br>别以为便秘是件“小事”，它的危害可是很大的哦！<br><br>1、肠道功能紊乱<br>便秘会使人有腹部下坠感、腹胀、腹痛等问题，还容易出现直肠炎、痔疮、溃疡、胃肠功能紊乱，甚至诱发大肠癌。<br><br>2、让人变丑<br>长期便秘会导致大便留驻肠道时间长，宿便堆积过多而导致毒素吸收，从而引起肤色暗沉、长痘痘、长斑等症状。毒素不能及时排出体内，还会严重影响身体的正常代谢，不利于减肥，也可能会导致大肚腩。<br><br>3、影响大脑功能<br>便秘竟然还会影响大脑？是的，便秘会使肠道内的毒素被大量吸收，代谢产物久滞于消化道，导致在细菌的作用下产生大量有害物质部分扩散进入中枢神经系统，引起记忆力下降、注意力分散、思维迟钝等表现。<br><br>现代社会有不少人，因为饮食不规律、长期久坐等不良生活习惯，导致身体出现了便秘的情况，上厕所的时候痛苦不堪。大部分人以为吃点香蕉就能好，严重点的吃泻药促进排便，可是这些都是治标不治本。<br><br>无论是哪种便秘，最重要的是要能够通肠润便，才能顺利排便。因此，在饮食上，要选择含有粗纤维、通肠润便的食物，这些才是治疗便秘的最佳食物，对于治疗便秘有很好的效果。<br><br>便 秘怎么办？调制一杯“通便水”，排便轻松又畅快<br><br>建议准备：火麻仁、桑叶、牛蒡，甘草、莱菔子，开水冲泡5分钟，早上空腹喝一杯，10分钟拉通3天臭便，肠 道一通到底！<br><br>火麻仁中含有脂肪油（约30%），脂肪油有润燥滑肠的功效，进入肠中遇碱性肠液后，产生脂肪酸，刺激肠壁使分泌液增多，肠蠕动加速，同时可以限制肠内固有水分的吸收，有助于助于润滑肠道，软化粪便、促进排便的作用。<br><br>不论何种便秘，早晨空腹喝一杯火麻仁桑叶茶，都能快速排便，效果一目了然：<br><br>火麻仁属于滑润性泻药，所含的脂肪油对肠壁和粪便起润滑作用，能软化大便，使之易于排出，无肠绞痛副作用，泻后也不会引起便秘。老人、体弱和产后的便秘者尤其适用。<br><br>不论何种便秘，早晨空腹喝一杯火麻仁桑叶茶，都能快速排便，效果一目了然：<br><br>点击下方蓝色看一看就能‘获取’茶包了！<br><a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1623417676578820"">#清风计划#</a> <a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1652701271461895"">#科学每一天#</a> ",2020/2/25 19:09,2,1,20
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801190100150420441A002DBE,"不论男女，身体若3处&#34;发痛&#34;，十有八九肺癌已上身，用中医的方子帮你养肺<br><br>第一处：肩背部疼痛<br>肩膀疼痛较为常见，也可能是肺癌的&#34;提醒信号&#34;。肺尖的位置，正好是胸腔出口，周边具有诸多的神经。当肺尖部若出现肿瘤，并不断增大，就会压迫肺尖及周围部位的胸膜，出现类似肩周炎、肩背肌肉疼痛的症状。<br>一旦，出现肩膀疼痛，且不好转的情况，一定要注意，小心是肺癌在&#34;捣鬼&#34;。<br><br>第二处：胸口疼痛<br>肺癌发病时，有高达50%的人，胸部会出现不规则的隐痛或者钝痛。<br>大多数是因为中央型肺癌，侵犯纵隔，血管、支气管周围神经有关。一旦，胸痛，还伴随着咳嗽、消瘦等，很可能是晚期肺癌了，一定要注意。<a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1647522324163614"">#南方健康超能团#</a> <br><br>第三处：手臂痛<br>若在夜间，经常性的出现手臂痛，要警惕肺癌。<br>肺尖的周边区域，有许多神经丛，如支配上肢皮肤和肌肉的臂丛神经。一旦，癌细胞开始扩散，侵犯臂丛神经，人体的手臂，直至小指等区间，就会出现放射性疼痛，在夜间更为加重。<br><br>此外，肺癌来临时，还有这几种表现：<br><br>1、 刺激性呛咳，无痰或少许白色泡沫痰，持续3周以上，需小心；<br>2、局限性喘鸣音，特别是在吸气阶段的喘鸣音，咳嗽后并不消失；<br>3、突然的声音嘶哑，5%～18%的肺癌者，会出现此类情况。<br>4、发热，多表现为长期低热，体温在38摄氏度左右，以午后为多见。<br>5、消瘦，体重下降，为恶性肿瘤的常见症状之一。<br><br>这5类人容易被肺癌盯上：<br>1、吸烟，公认的伤肺第一杀器<br>2、长期接触厨房油烟，研究发现，油炸，或热油炒菜时，PM2.5会迅速飙升几十倍。<br>3、据统计，大城市中人群10%的肺癌，可能由大气污染所致。<br>4、室内小环境污染，如建筑装潢材料中的放射物（氡等）均存在致癌物质。<br>5、长期接触石棉、砷化物、铬化物、煤烟、焦油、石油中的多环芳烃以及放射线等，也会增加罹患肺癌的几率。<br><br>肺好不好，竖起拇指，一看便知<br><br>从中医角度来说，大拇指，对应肺部经络，因此，看拇指，就能够知道肺脏是否健康。<br>1、正常大拇指，在五指中最粗，属于指根粗，指尖略细，颜色荣润有光泽、弹性好、也灵活有力。<br>2、异常拇指，则会拇指变形，常见拇指末节肥大，根部缩小，表现为肺气不足，是肺经缺氧的表现。<br><br>测试：<br>用力按压大拇指，看指肚的恢复速度。<br>若恢复原状速度慢、弹性差，代表体力严重透支；<br>如果，10秒之内能恢复，弹性好，指肚饱满代表目前肺气充足。<br><br>身体出现这10个信号，是肺在求救<br>1、反复咳嗽、痰多；<br>2、毛孔粗大，皮肤晦暗<br>3、长期鼻炎，容易鼻塞<br>4、经常呼吸急促、气短；<br>5、爱打呼噜，睡觉张嘴呼吸；<br>6、总是感觉胸闷、胸痛；<br>7、早起头晕、精神不好；<br>8、晚上睡觉爱出汗；<br>9、容易感冒、免疫力差<br>10、容易口干口渴<br><br>日常养肺，坚持4件事，润肺、排毒，更健康<br><br>1、以“动”养肺<br>适当运动锻炼。可以提高免疫力。运动不可剧烈。最好清晨或傍晚运动。选择运动量较少的方式。如慢跑、太极拳、散步等。<br><br>2、以“咳”养肺<br>我们都知道，感冒咳嗽并不是一件好事。然而应对空气污染时，我们可以采取主动咳嗽的方法。我们可以到户外空气清新的地方做一次深呼吸，在呼吸时缓缓抬起手臂，然后咳嗽。这样可以及时清除呼吸道内的分泌物，保证我们呼吸的顺畅。<br><br>3、以“笑”养肺<br>悲伤低落的情绪会损伤肺，每天多笑能消除疲劳、解除抑郁，还可使胸廓扩张、肺活量增大，有助于宣发肺气，利于人体气机升降。<br><br>4、以“茶”养肺<br>罗汉果胖大海菊花茶自古就被人们用来止咳化痰、清肺排毒，是中医的食疗方。<br><br>准备：罗汉果、胖大海、甘草、菊花、枇杷叶适量，加开水焖泡5分钟，此五者搭配，对润肺利咽、生津止渴，养肺护肺排肺毒，均有效果。<br><br>有需要的，点击下方蓝字“看一看”，可直接冲泡“清肺茶”，<br>每日一杯，预防疾病！<br><br><a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1657604091105310"">#战疫必胜#</a> <a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1656303129852968"">#关注新型肺炎#</a>",2020/2/25 19:05,7,3,61
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801190100150420441A002DBE,糖尿病人降血糖，别光知道吃药，注意这2件事，可能更管用,2020/2/25 19:05,1,0,2
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801190100150420441A002DBE,二甲双胍伤肝伤肾，65岁以上不能用？看看医生怎么说,2020/2/25 18:56,0,0,0
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801190100150420441A002DBE,为何肺炎治愈后抗体消失？并且二次感染？7点事项要注意,2020/2/25 18:53,3,3,0
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,新冠病毒将很大可能长期伴随人类，未来怎么应对？,2020/2/25 18:40,18,5,0
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,孩子出现鼻炎、流涎等情况，不妨试试脸上2个穴位刮痧缓解,2020/2/25 18:24,0,0,0
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,控制血糖：糖友面对3种高油食物时要克制，远离高血糖,2020/2/25 18:06,0,0,0
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,有效改善孩子便秘，3种手法推拿大肠经、肺经，或可不药而愈,2020/2/25 17:20,0,0,0
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,尿酸是不是降得快比较好？应降到什么程度？这3点，需早了解,2020/2/25 16:58,0,0,0
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,男性想要预防前列腺癌，养成6个好习惯，或许比吃药管用,2020/2/24 22:11,0,0,1
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,孩子脾虚腹泻别忙着吃药，3招小儿推拿经常做，强健脾胃止腹泻,2020/2/24 21:51,0,0,0
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,尿酸在这个数以下，恭喜你，不用吃药！做好3点，帮你摆脱高尿酸,2020/2/24 21:05,0,0,0
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,阿司匹林防血栓，了解长期服用的5个注意事项，助你用药更安全,2020/2/24 20:56,1,0,9
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,子宫肌瘤要怎么治疗？妇科专家：主要有2大方法，得对症处理,2020/2/24 20:45,0,0,0
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,胸口痛可能有大隐患，医生教你3招自救，可能挽回一条命,2020/2/24 20:39,3,1,23
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,体内尿酸过高，这3种食物是大忌，否则痛风一直好不了,2020/2/24 20:20,0,0,1
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,"【企业如何缓解员工有可能出现紧张、焦虑情绪？】<br>国家卫建委：应早做应对！<br>1. 结合工作场所健康促进以及健康企业建设，采用多种方式开展新冠肺炎防控知识宣传教育，引导员工科学理性认识疫情，做好个人防护，理解、支持配合防控工作。<br>2. 及时了解和掌握员工心理健康状况，疏解员工的紧张焦虑情绪。开展心理健康服务，可设立心理咨询电话；有医务室的可发挥医务室作用；未设医务室的可依托心理健康或疾病控制等专业机构。<br>3. 是发现可能出现群体心理危机苗头时，可以及时向属地疫情联防联控工作机制工作组告，并采取有效措施。建议采取有效措施预防和制止对患病、疑似患病员工的歧视。<br><a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1623417676578820"">#清风计划#</a> <a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1647522324163614"">#南方健康超能团#</a> ",2020/2/24 20:16,1,1,14
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,"【外出回家以后，外套衣服应该怎么消毒？】<br>国家卫健委回应：<br>1.日常的外套，回家以后直接挂在门口，把外面穿的衣服和家里穿的衣服分开就行，没有必要每天回去都对外套进行消毒处理。<br>2.如果感觉到外套可能被污染，比如到医院去了，去探视病人，接触了一些有可疑症状的人，这种情况下需要对外套进行消毒处理。<br>尽量选用物理消毒，如果物理消毒不行才选用化学消毒。<br>比如衣服只要耐高温，就可以选用56摄氏度30分钟这种方式，如果有烘干机，也可以把温度调到80度以上，烘干20分钟也可以达到消毒作用。<br><a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1623417676578820"">#清风计划#</a> <a class=""user_name_fontColor"" href=""https://weitoutiao.zjurl.cn/rogue/topic_share/?concern_id=1652701271461895"">#科学每一天#</a> ",2020/2/24 20:15,5,4,22
南方健康,12343,3373,6013709,1693162,头条青云获奖者 优质健康领域创作者,广东省深圳市,大众最喜欢的健康科普养生平台,202002261801230100140470431B00E710,子宫肌瘤多大，需要手术治疗？治疗的3个要点要先搞清楚,2020/2/24 20:00,1,0,1
