名称,发文数,关注数,粉丝数,获赞数,认证,位置,简介,文章id,标题,发布时间,评论数,转发数,点赞数
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409460100100582030B378FF9,野味比普通肉好吃吗？粉碎谣言！,2020-02-07 19:38:48,640,58,3352
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409460100100582030B378FF9,四川话差一点成了普通话？,2020-02-06 18:24:08,14,1,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409460100100582030B378FF9,不。想。上。班。怕。死,2020-02-05 19:27:07,16,4,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,全国最没有存在感的省是？,2020-02-04 19:51:00,1060,9,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,疫情下，理性认识病毒才能更好防护,2020-02-03 19:00:02,27,8,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,开学前如何高效赶作业？,2020-02-01 11:42:26,43,3,979
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,金箔真的能吃吗？,2020-01-23 12:05:00,38,1,1333
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,如何在被窝里偷玩手机？,2020-01-21 13:40:00,33,4,987
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,过年发红包，多少钱才能拿出手？,2020-01-20 11:00:00,23,1,797
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,过年为啥要挂红灯笼?,2020-01-18 12:49:00,7,1,538
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,如何控制你在妈妈面前说出“卧槽”的,2020-01-16 12:47:49,17,2,954
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,喜欢闻鞭炮味是变态吗？,2020-01-14 16:26:13,91,1,854
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,为啥天气一冷，暹罗猫就变shai了呢？,2020-01-11 10:16:00,23,1,717
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,论年终奖，古人拿的比你多,2020-01-09 14:45:21,1,0,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,如何用一句话证明你不是AI？,2020-01-09 12:19:45,24,0,802
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,风靡一时的“再来一瓶”去哪了？,2020-01-07 14:31:18,26,2,985
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,90后30岁了，梦想还有救吗？,2020-01-06 15:25:36,49,11,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,当代青年：一直很沙雕，从未被超越,2020-01-03 11:38:23,16,3,926
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,一分钟告诉你转发好运真的会好运吗？,2020-01-01 16:28:00,12,3,538
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,杨幂穿啥火啥？明星同款你Get了吗？,2019-12-29 20:03:03,15,0,533
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,过目不忘真的存在？你也可以做到！#过目不忘 #记忆力 #dou出新知,2019-12-27 20:00:56,5,3,366
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,就喜欢你，圣诞节婊里不一的样子,2019-12-27 18:44:07,21,0,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095001001404114715366534,过目不忘真的存在？你也可以做到！,2019-12-27 10:57:37,59,18,1177
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,年终了，你想好要不要跳槽了吗？,2019-12-26 18:15:16,31,0,442
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,和闺蜜变成陌生人的原因可能只是因为一个男人,2019-12-26 15:14:41,8,0,258
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,一分钟告诉你程序猿为啥过不了圣诞节？,2019-12-25 11:59:12,20,0,517
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,“贪小便宜”是国人特性？,2019-12-23 12:43:00,17,3,547
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,有必要立遗嘱吗？月薪三千存款为零,2019-12-20 10:53:08,62,2,943
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,起床气气的都是啥啊,2019-12-19 20:18:44,22,2,507
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,平均只有三秒，这届年轻人不行,2019-12-19 19:13:20,56,5,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,喂，不要盲目补钙了，孕妇根本受不了！,2019-12-19 13:00:01,17,1,414
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,来西安，我带你去古墓蹦个迪,2019-12-18 19:46:04,27,2,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,天价彩礼钱，爱我你怕了吗？,2019-12-18 15:51:51,31,2,384
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,伪乞丐的致富路，合理发射爱心,2019-12-17 15:01:46,9,2,409
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,别人的婚礼可劲儿闹，迟早会还的！,2019-12-17 14:15:49,6,0,334
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,莆田医院发家史，你被莆田医院坑过吗？,2019-12-17 14:08:52,13,2,295
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,每个超长待机君主背后都有一个“查尔斯式”的王子,2019-12-16 16:41:53,11,2,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,中国人到了晚上都在干什么？,2019-12-13 21:00:31,22,0,454
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,男人VS女人，到底谁更难？,2019-12-13 18:52:45,67,6,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,中国人到了晚上都在干什么？,2019-12-13 12:00:27,198,15,1427
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,性格测试这玩意儿，玩玩就行了，可别真信啊,2019-12-11 16:39:20,4,1,378
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,踩点狂魔已上线！准备好抖腿了吗？,2019-12-09 16:41:55,23,1,503
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409530101941000532E114605,7周年第五弹：1分钟很短？但可能颠覆你的世界哦～,2019-12-08 19:51:28,156,8,1597
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,你有那种表面看起来傻傻的，但是背地里却很精明的朋友吗？,2019-12-07 21:57:39,34,3,817
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,8个人生太难片段，中枪中得我膝盖好疼！,2019-12-06 17:59:20,90,17,1219
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,7周年第二弹：精神小伙在线侃社会：话多路子野,2019-12-05 18:06:28,59,3,1080
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,2012→2019，这里有你的青春吗？,2019-12-04 19:01:00,118,7,923
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,颜值可以改变命运吗？长得丑真的没活路了？,2019-12-04 10:52:22,37,2,484
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,我们七岁了#飞碟说,2019-12-03 19:16:53,211,4,763
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,私生饭怎么做到无孔不入的？太有手段了,2019-12-03 15:40:30,6,0,360
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,你能喝出白酒里面的香味吗？明明都很辣！,2019-12-02 12:51:09,112,3,538
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,刚毕业的小伙伴不懂这些，那就等着吃亏吧！,2019-12-02 10:58:31,10,3,229
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,为啥冒着生命危险，一定要翻越柏林墙？,2019-11-30 20:13:00,4,1,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,冬天嘴唇干裂流血咋办？,2019-11-30 14:53:11,21,1,479
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,年轻人最容易犯的10个小错误,2019-11-29 15:51:44,157,48,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,打打游戏就月入百万？电竞行业真相大揭秘！,2019-11-29 14:15:07,95,7,1871
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,一分钟预防加班猝死，对自己好点哦~,2019-11-28 17:03:15,12,2,357
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,珍爱自己，远离家暴，看清渣男的套路说辞,2019-11-28 13:01:14,27,1,321
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,一分钟告诉你大腿上的纹路究竟是个啥？,2019-11-27 12:44:02,29,2,830
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,北方人有多爱搓澡？,2019-11-25 18:01:35,48,0,376
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,脱欧一拖再拖，英国为啥这么难？,2019-11-24 19:23:05,0,0,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,男人动不动删聊天记录，到底有什么鬼？,2019-11-22 16:17:23,15,0,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,202002261409560100160222290A38D039,“玻璃心”的世界到底有多痛苦？,2019-11-22 11:32:31,241,18,1409
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,一分钟告诉你尿液真的能刷牙洗衣服吗？,2019-11-20 11:19:22,28,3,724
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,换完心脏变学霸，换心有这么高能吗？,2019-11-19 22:01:40,8,0,302
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,蒙古人的一次决策，间接杀死了欧洲两千万人,2019-11-16 20:55:36,42,15,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,奇葩室友吐槽大会，开始了,2019-11-15 14:40:07,19,1,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,大学生都能被洗脑洗到傻，传销有多魔性？,2019-11-15 13:32:35,19,3,291
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,大学生被骗的心服口服，传-销到底有多魔性？,2019-11-15 12:52:13,24,5,762
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,你知道什么是马卡龙吗？,2019-11-14 22:01:54,12,0,328
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,你知道什么是马卡龙吗？#dou出新知 #💥马卡龙 #美食,2019-11-14 22:00:44,22,0,658
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,一分钟看清讨人厌的直男癌！！,2019-11-14 11:36:51,10,0,348
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,一分钟告诉你辣条吃多了会怎样？,2019-11-13 11:31:53,62,18,1061
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,一分钟告诉你辣条吃多了会怎样？,2019-11-13 10:24:33,472,17,3205
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,双11开战的9种姿势，你中了吗？,2019-11-12 11:34:01,4,0,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,教你正确收养路上捡到的流浪狗！,2019-11-11 22:01:22,9,1,212
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,坚持跑步很难吗？试试这么做！,2019-11-11 12:54:04,5,1,221
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,毒贩所向披靡，墨西哥究竟是个什么鬼地方？,2019-11-11 11:44:17,348,30,0
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,夜宵这么吃，变胖是不可能的，这辈子都不可能的！,2019-11-09 17:24:54,24,4,350
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,夜宵这么吃，变胖是不可能的，这辈子都不可能的！#夜宵 #减肥,2019-11-09 17:24:38,14,3,299
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,谁敢拿我当备胎？！,2019-11-07 16:44:15,6,1,270
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,如何婉拒朋友来借钱？教你两招！,2019-11-07 10:36:08,22,1,288
飞碟说,2463,57,3181325,784172,优质教育领域创作者,上海市闵行区,视频百科新媒体，知识从未如此性感。,2020022614095901001602809706386EA2,一分钟说说国家为了让你买到进口商品做了多大努力!,2019-11-06 11:18:24,15,0,450
