名称,发文数,关注数,粉丝数,获赞数,认证,位置,简介,文章id,标题,发布时间,评论数,转发数,点赞数
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812200100120651611A0379B5,宝宝DHA怎么选？知道这些很重要 #DHA #育儿,2019/12/23 14:10,0,0,2
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812200100120651611A0379B5,宝宝上火？其实用对方法就能解决#育儿 @抖音短视频,2019/12/22 12:05,2,0,76
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812200100120651611A0379B5,宝宝上火怎么办？这些情况90%的家长都忽略了#新生儿 @抖音短视频,2019/12/21 12:11,3,1,40
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812200100120651611A0379B5,宝宝DHA怎么选？知道这些很重要,2019/12/19 12:17,1,0,6
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812200100120651611A0379B5,你家宝宝食量是多少呢？评论区交流一下吧#宝宝辅食 @抖音短视频,2019/12/18 18:14,5,2,13
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,你给宝宝用了哪些玩具呢？#宝宝玩具 @抖音短视频,2019/12/13 17:33,3,3,47
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,你是怎么用收腹带的呢？评论区交流一下吧#产后恢复 @抖音好物,2019/12/12 17:28,4,1,26
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,产后想恢复却不想动？这样做！躺着就有效#产后恢复 @抖音短视频,2019/12/10 17:56,0,0,9
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,你家宝宝一顿能吃多少呢？评论区交流一下吧#宝宝辅食 @抖音短视频,2019/12/7 18:10,0,0,13
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,对于宝宝用品的清洁，你都用了哪些方法呢？#母婴 @抖音短视频,2019/12/6 17:19,0,0,3
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,这条视频希望所有家长都能知道 但永远用不上！#母婴 @抖音短视频,2019/12/4 17:26,3,2,12
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,哺乳期胸部下垂？这样做！还你紧致胸型#产后恢复 @抖音短视频,2019/12/3 17:20,1,1,14
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,你给宝宝扣头垢了吗？其实用它就能轻松清理！#新生儿 @抖音短视频,2019/12/1 17:29,3,1,1
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,腰痛是产后妈妈常见的现象 这个动作能帮你缓解疼痛 全身轻松！#产后恢复 @抖音短视频,2019/11/29 17:42,6,6,17
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,骨盆是女人的“第二生命” 产后妈妈年轻的秘诀都在这里了！#产后恢复 @抖音短视频,2019/11/28 17:38,4,4,22
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,产后骨盆又大又宽？一个动作就能轻松搞定！#产后恢复 @抖音短视频,2019/11/19 17:30,6,5,151
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,纸尿裤怎么选？记好这几点！远离红pp#新生儿 #纸尿裤 @抖音短视频,2019/11/18 12:00,1,0,4
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,据说90%的妈妈都有！赶快测试一下吧#新生儿@抖音短视频,2019/11/16 17:24,8,3,25
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,德国爱他美白金版新旧版测评,2019/11/15 19:55,5,1,0
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,德国爱他美白金版新旧版测评,2019/11/15 11:29,0,0,1
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,你还在用毛巾吗？为了孩子健康，这样东西不能省！#dou出新知 #双十一 @抖音短视频,2019/11/10 11:33,0,0,5
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,预防妊娠纹没用？千万别等肚子大了才后悔！#孕期 #dou出新知  @抖音短视频,2019/11/9 11:42,1,1,3
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,秋冬季节天气干燥 你给宝宝做了哪些保湿工作呢？#dou是知识点 #新生儿 @抖音短视频,2019/11/8 17:30,0,0,7
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,宝宝秋冬不着凉，选对睡袋很关键！#宝宝睡袋 #新生儿 @抖音短视频,2019/11/2 18:29,1,1,18
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812240100140400833D02EDDC,关于宝宝吃水果，这些知识点90%的家长还不知道！#宝宝辅食 @抖音短视频,2019/11/1 12:32,2,0,24
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,宝宝吃的东西绝不能马虎！先从冰箱做起！#宝妈 #生活小妙招 @抖音短视频,2019/10/29 17:31,6,6,35
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,宝宝衣服怎么洗？宝妈知道这些能轻松应对！#宝妈 #生活小妙招 @抖音短视频,2019/10/28 17:36,7,5,56
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,天冷了 宝宝睡觉这些事你必须要知道！#新生儿 @抖音短视频,2019/10/25 18:08,5,1,39
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,宝宝吃米粉这件事 80%的家长都做错了！#米粉 #辅食 @抖音短视频,2019/10/17 18:29,4,0,56
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,宝宝长牙原来这么痛苦？后悔没有早知道！#宝宝长牙 @抖音短视频,2019/10/6 17:45,8,2,39
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,因为Nai 水不够哭过没.？会觉得宝宝好可怜没、#喂奶#育儿 @抖音小助手,2019/9/21 18:07,29,18,92
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,你肚子里的宝宝是否发育正常呢？来对比一下吧#孕期 @抖音小助手,2019/9/14 12:16,4,2,108
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,换季宝宝易上火？此处有妙招～#喜宝自然好营养,2019/9/13 10:39,0,0,9
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,新生宝宝需要什么玩具？这样一定不能少！#新生儿 @抖音小助手,2019/9/12 18:20,3,1,111
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,宝宝辅食该怎么加？你有哪些辅食心得呢？评论区交流一下吧#宝宝辅食 @抖音小助手,2019/9/4 17:35,13,12,60
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,生完孩子腿粗胯宽PP大？这样做！还你少女身材#产后 @抖音小助手,2019/9/2 18:43,53,43,296
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,宝宝益生菌怎么选？选对了才有效果哦！#新生儿 #益生菌 @抖音小助手,2019/8/30 18:15,3,2,8
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,生完孩子后总是腰痛？这么做能有效缓解！#知识充电站 #产后 @抖音小助手,2019/8/27 19:51,9,5,71
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,让宝妈不再迷茫。鱼油 鱼肝油 维生素D3 维生素AD 维生素D,2019/8/27 18:23,18,6,44
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,产后肚子减不下去？可能是你的方法没对！#产后 #知识充电站 @抖音小助手,2019/8/24 17:17,135,111,1069
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,#月子 你的月子坐好了吗？@抖音小助手,2019/3/14 18:05,1,0,2
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,#产妇待产包 【高级母婴护理师柠檬妈咪】各位准妈妈们快来分享交流一下你准备的待产包吧@抖音小助手,2019/3/14 12:01,4,4,63
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,宝宝奶粉怎么选？这些知识点快拿小本本记好！ #如何选好奶粉  @抖音小助手 ,2019/8/12 14:54,5,0,19
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,生完孩子身材走样？这样做，你也是明星妈妈！#产后恢复 @抖音小助手,2019/8/19 17:35,11,4,74
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812290100140470772D039BFE,不知道怎么给宝宝做早教？这个游戏一定要存起来！#早教 @抖音小助手,2019/8/13 17:40,10,7,97
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,宝宝辅食面条怎么选？宝宝的第一口面条一定不能错！#宝宝辅食,2019/8/9 12:19,11,8,44
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,你是这样储存母ru的吗？有没有母ru妈妈呢？#新生儿  @抖音小助手,2019/8/7 17:32,2,2,9
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,你家的洗衣机多久没有清洗了呢？当心影响宝宝健康！#宝妈 @抖音小助手,2019/8/6 17:31,8,5,54
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,你还在给宝宝喂饭吗？家长们可以在评论区交流一下哦#宝宝吃饭 @抖音小助手,2019/8/5 17:28,1,1,12
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,宝宝第一双鞋子应该怎么选？不要让错误的选择方法影响宝宝走路！#宝妈 @抖音小助手,2019/8/3 17:57,1,1,12
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,哺乳期能减肥，你错过了吗？#产后 @抖音小助手,2019/8/2 17:33,255,188,1877
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,你们是怎么处理婆媳关系的呢？#婆媳关系 #vlog日常 @抖音小助手,2019/7/30 17:34,2,0,9
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,你给宝宝吃这几种零食了吗？你家宝宝爱吃什么零食呢？#宝妈 @抖音小助手,2019/7/29 17:30,32,4,558
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,宝宝米粉怎么选？这几个坑千万不要踩！#宝宝辅食 @抖音小助手,2019/7/27 17:19,169,88,894
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,不知道怎么给宝宝做早教？这两个游戏快存起来#早教 @抖音小助手,2019/7/26 17:30,2,2,50
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,不知道该怎么给宝宝做早教？这个游戏在家就能玩#早教 @抖音小助手,2019/7/25 17:30,9,4,274
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,产后腿又粗背又驼胯又大！试问又有谁不想成为辣妈呢？#产后恢复 @抖音小助手,2019/7/24 17:29,12,8,89
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,不知道该怎么给宝宝做早教？在家早教很简单！#早教 @抖音小助手,2019/7/23 17:28,36,16,1483
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,你给宝宝报早教班了吗？各位家长可以在评论区里交流一下喔#早教 @抖音小助手,2019/7/17 20:12,10,5,71
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,新生儿住院费能不能报销？该怎么报？最全流程来了！#新生儿 @抖音小助手,2019/7/16 17:31,2,0,10
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,产后胯宽，之前的裤子全都穿不上了？这样做，改善“妇女胯”#产后 @抖音小助手,2019/7/13 17:35,171,142,1852
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,收藏的产后恢复动作做了没什么效果？其实是这两个东西没有选对！#产后 @抖音小助手,2019/7/12 17:36,17,17,97
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,不同月龄的宝宝抱法不一样哦，你抱对了吗？#新生儿 @抖音小助手,2019/7/8 18:01,6,2,141
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,不知道怎么给宝宝加辅食？超全辅食表来了！#宝宝辅食 @抖音小助手,2019/7/4 17:40,5,3,63
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,202002261812330100140411541303889E,快来看看这十条禁忌，你月子里犯了吗？#月子 @抖音小助手,2019/7/3 11:58,15,7,918
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,不知道该给宝宝吃什么蔬菜？看完相信你已经有了答案#宝宝辅食 @抖音小助手,2019/6/29 17:33,48,12,1316
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,你是怎样给宝宝补钙的呢？家长们可以在评论区交流一下哟#新生儿 @抖音小助手,2019/6/29 12:16,5,2,339
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,不知道该怎么教宝宝学说话？这12首儿歌必存！#宝宝学说话 @抖音小助手,2019/6/28 17:36,24,15,1636
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,产后该怎么恢复？#产后 @抖音小助手,2019/6/27 11:57,24,22,167
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,你腹直肌分离几指呢？这么做！完美修复#产后 @抖音小助手,2019/6/25 17:42,49,46,202
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,你家宝宝现在还在用奶瓶喝水吗？#母婴 @抖音小助手,2019/6/24 12:02,169,38,1530
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,你坐月子坐了多久呢？评论区交流一下吧#月子 @抖音小助手,2019/6/23 17:36,33,2,231
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,胎动其实是宝宝在传达信息哦，你是哪一种呢？#孕期 @抖音小助手,2019/6/22 11:59,19,2,290
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,不知道该怎么给宝宝补脑？这样吃，让孩子拥有智慧大脑！#母婴育儿 @抖音小助手,2019/6/18 17:49,23,11,888
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,生孩子怕痛、是因为你不知道#母婴 @檬妈好物,2019/6/16 11:35,27,7,1948
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,#问答c计划 宝宝沐浴露怎么选？这份避雷指南送给你！@抖音小助手,2019/6/13 12:08,10,7,65
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,你给宝宝看这些了吗？有更好的可以在评论区推荐一下哟#早教 @抖音小助手,2019/6/8 11:29,11,8,64
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,盆底肌怎样能快速修复？这个动作让你在床上也能紧致腰腹#产后 @抖音小助手,2019/6/7 12:10,17,15,181
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,产后胯骨宽？这个动作在床上就能有效收胯！#产后 @抖音小助手,2019/5/28 12:02,1,1,22
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,很多新手父母都不知道肠绞痛，你家宝宝有没有这些情况呢？#新生儿 @抖音小助手,2019/5/27 11:51,36,6,236
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,在月子里，你是不是也被嫌弃过奶水不够？来评论区交流一下吧#新生儿 @抖音小助手,2019/5/26 18:12,191,77,3577
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,你是新手父母吗？宝宝出生到一岁，这些事一定要知道哦！#新生儿 @抖音小助手,2019/5/25 17:28,39,17,1826
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,屏幕前的宝妈，如果有同感，就在评论区交流一下吧#产后妈妈 @抖音小助手,2019/5/25 11:43,3,3,86
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,产后想瘦却瘦不下来？双击收藏，想瘦哪儿就瘦哪儿！#产后 @抖音小助手,2019/5/24 11:58,36,35,265
柠檬妈母婴护理师,136,1,659308,81954,,四川省成都市,我是陪你一起育儿的柠檬妈妈 VX：NM20189999,2.02002E+33,产后没气质？双击解锁气质辣妈#产后 @抖音小助手,2019/5/22 17:22,30,27,294
